Année;RNE;Nom établissement;Localité;Département;Label;Position
2020;0480015F;Collège Achille Rousson;Saint-Étienne-Vallée-Française;48;3;44.1664542311, 3.84200964175
2020;0660016J;Collège la Garrigole;Perpignan;66;2;42.6948472397, 2.86727657243
2020;0660018L;Collège Madame de Sévigné;Perpignan;66;2;42.6842308397, 2.88608980902
2020;0660634F;Collège Climatique et Sportif;Font-Romeu-Odeillo-Via;66;2;42.5150970307, 2.03995955126
2020;0660848N;Collège Alice et Jean Olibo;Saint-Cyprien;66;2;42.6230964794, 3.00866033295
2021;0110015G;Collège Jean Baptiste Bieules;Couiza;11;3;42.9407637127, 2.25507021071
2021;0110067N;Collège les Mailheuls;Coursan;11;2;43.2319006101, 3.06104029549
2021;0110068P;Collège Georges Brassens;Narbonne;11;2;43.1861949153, 2.97425005916
2021;0110675Z;Collège Michel Bousquié;Quillan;11;1;42.876164008, 2.17579041988
2021;0110721Z;Collège Antoine Courrière;Cuxac-Cabardès;11;3;43.3618712596, 2.26580041102
2021;0110725D;Collège la Nadière;Port-la-Nouvelle;11;3;43.0152938287, 3.0473402655
2021;0110810W;Collège de Grazailles;Carcassonne;11;3;43.2243470524, 2.35215950467
2021;0300006U;Collège Florian;Anduze;30;1;44.053275465, 3.98381045633
2021;0300037C;Collège Jean Vilar;Saint-Gilles;30;3;43.6857190477, 4.43333951677
2021;0300042H;Collège Marceau Lapierre;Saint-Jean-du-Gard;30;3;44.1089710382, 3.88933994461
2021;0300059B;Collège Jules Verne;Nîmes;30;3;43.8296391511, 4.34296054205
2021;0300946R;Collège Révolution;Nîmes;30;2;43.8411277221, 4.35535964864
2021;0300947S;Collège Alphonse Daudet;Alès;30;1;44.1352924236, 4.08584945806
2021;0301283G;Collège Lou Redounet;Uzès;30;1;44.0090604673, 4.4137097897
2021;0301284H;Collège Jean Rostand;Nîmes;30;3;43.8453349382, 4.3436104753
2021;0301327E;Collège Gérard Philipe;Bagnols-sur-Cèze;30;2;44.1618283977, 4.61622996246
2021;0301746K;Collège Via Domitia;Manduel;30;3;43.8180264011, 4.48825017339
2021;0301827Y;Collège Federico Garcia Lorca;Bellegarde;30;2;43.7507318849, 4.49710961267
2021;0340031Z;Collège Frédéric Mistral;Lunel;34;2;43.6719380834, 4.12396000143
2021;0340034C;Collège Roger Contrepas;Marsillargues;34;1;43.6674224763, 4.17421008
2021;0340053Y;Collège Croix d'Argent;Montpellier;34;3;43.5901236713, 3.86672053586
2021;0340109J;Collège les Garrigues;Montpellier;34;3;43.6426440098, 3.8170897104
2021;0340117T;Collège Paul Dardé;Lodève;34;2;43.7312528727, 3.30945029518
2021;0340974Z;Collège Emmanuel Maffre Baugé;Paulhan;34;3;43.5407317335, 3.45764059763
2021;0341030K;Collège Camille Claudel;Montpellier;34;2;43.6165476424, 3.86244060701
2021;0341363X;Collège de la Voie Domitienne;Le Crès;34;2;43.6479920098, 3.93101951031
2021;0341386X;Collège Lo Trentanel;Gignac;34;1;43.6552766575, 3.54908949165
2021;0341388Z;Collège Marcel Pagnol;Sérignan;34;1;43.2761956341, 3.27145043447
2021;0341825Z;Collège Ambrussum;Lunel;34;1;43.6876054742, 4.13410022864
2021;0342036D;Collège Pierre Mendès France;Jacou;34;3;43.6671893915, 3.91074972156
2021;0342050U;Collège Françoise Giroud;Vendres;34;1;43.2702388366, 3.23120964337
2021;0342130F;Collège Pierre Deley;Marseillan;34;1;43.3636032312, 3.52046025283
2021;0480001R;Collège Henri Rouvière;Le Bleymard;48;3;44.4893577861, 3.73783029606
2021;0480013D;Collège Haut Gévaudan;Saint-Chély-d'Apcher;48;3;44.8073524329, 3.26968062011
2021;0480015F;Collège Achille Rousson;Saint-Étienne-Vallée-Française;48;3;44.1664542311, 3.84200964175
2021;0660007Z;Collège Irène Joliot Curie;Estagel;66;1;42.7703572832, 2.69483024839
2021;0660017K;Collège Jean Macé;Perpignan;66;1;42.6952140275, 2.8876601781
2021;0660018L;Collège Madame de Sévigné;Perpignan;66;2;42.6842308397, 2.88608980902
2021;0660019M;Collège Saint Exupéry;Perpignan;66;1;42.6809404657, 2.90278705816
2021;0660022R;Collège Gustave Violet;Prades;66;3;42.619996072, 2.41849051273
2021;0660521H;Collège Pablo Casals;Cabestany;66;3;42.6764094572, 2.94332002109
2021;0660653B;Collège Jules Verne;Le Soler;66;1;42.6788324315, 2.78077044178
2021;0660925X;Collège Christian Bourquin;Millas;66;3;42.6864276173, 2.68759941973
2022;0110003U;Collège de l'Alaric;Capendu;11;2;43.1859084897, 2.56341995244
2022;0110010B;Collège André Chénier;Carcassonne;11;2;43.2122787954, 2.34931008288
2022;0110724C;Collège des Corbières Maritimes;Sigean;11;1;43.023961596, 2.98093039251
2022;0300016E;Collège de la Regordane;Génolhac;30;2;44.3495919152, 3.94858022887
2022;0300031W;Collège George Ville;Pont-Saint-Esprit;30;3;44.2562769196, 4.64588054318
2022;0300032X;Collège de Coutach;Quissac;30;2;43.9134526084, 3.99461994587
2022;0300036B;Collège Armand Coussens;Saint-Ambroix;30;1;44.2591054169, 4.19778969588
2022;0300039E;Collège de la Galaberte;Saint-Hippolyte-du-Fort;30;2;43.9631396836, 3.85859982594
2022;0300043J;Collège Jean Baptiste Dumas;Salindres;30;2;44.1664128318, 4.16061997374
2022;0300055X;Collège Bernard de Ventadour;Bagnols-sur-Cèze;30;2;44.1625564528, 4.61367940487
2022;0300059B;Collège Jules Verne;Nîmes;30;3;43.8296391511, 4.34296054205
2022;0300947S;Collège Alphonse Daudet;Alès;30;1;44.1352924236, 4.08584945806
2022;0300949U;Collège Jean Racine;Alès;30;1;44.1305223437, 4.09356942244
2022;0301010K;Collège Jules Vallès;Nîmes;30;3;43.8588460926, 4.39110910066
2022;0301014P;Collège Denis Diderot;Alès;30;3;44.1328062981, 4.07873052994
2022;0301209B;Collège les Fontaines;Bouillargues;30;3;43.8003340623, 4.43454976935
2022;0301214G;Collège du Mourion;Villeneuve-lès-Avignon;30;3;43.9762220762, 4.78356042514
2022;0301232B;Collège Gaston Doumergue;Sommières;30;3;43.7847374416, 4.08325039108
2022;0301282F;Collège Elsa Triolet;Beaucaire;30;3;43.8104670616, 4.62201018325
2022;0301327E;Collège Gérard Philipe;Bagnols-sur-Cèze;30;2;44.1618283977, 4.61622996246
2022;0301721H;Collège Jean Louis Trintignant;Uzès;30;3;44.028519592, 4.41477035441
2022;0301747L;Collège Collège;Lédignan;30;2;43.9840086522, 4.10706037412
2022;0301816L;Collège Claude Chappe;Gallargues-le-Montueux;30;2;43.7180458029, 4.17628042313
2022;0340022P;Collège Basile Rouaix - UPP Clg Jean Jaurès St Chinian;Cessenon sur Orb;34;2;43.4489498243, 3.05491979347
2022;0340024S;Collège Voltaire;Florensac;34;2;43.386879459, 3.46471973603
2022;0340053Y;Collège Croix d'Argent;Montpellier;34;3;43.5901236713, 3.86672053586
2022;0340057C;Collège Antoine Fauré;Olonzac;34;2;43.2819795951, 2.72991000174
2022;0340063J;Collège Louis Cahuzac;Quarante;34;2;43.3442586389, 2.96429025336
2022;0340117T;Collège Paul Dardé;Lodève;34;3;43.7312528727, 3.30945029518
2022;0340119V;Collège Ferdinand Fabre;Bédarieux;34;3;43.6109247059, 3.15462945714
2022;0340955D;Collège Simone Veil;Montpellier;34;3;43.6180403594, 3.84792979907
2022;0341066Z;Collège Jean Perrin;Béziers;34;1;43.3432819637, 3.23931976784
2022;0341277D;Collège les Aiguerelles;Montpellier;34;1;43.5975367249, 3.89212977987
2022;0341386X;Collège Lo Trentanel;Gignac;34;1;43.6552766575, 3.54908949165
2022;0341577E;Collège Le Bérange;Baillargues;34;1;43.6670767331, 4.02226955004
2022;0341826A;Collège François Mitterrand;Clapiers;34;2;43.6530326337, 3.8955996619
2022;0341870Y;Collège Marie Curie;Pignan;34;1;43.5795881698, 3.76382057356
2022;0342036D;Collège Pierre Mendès France;Jacou;34;3;43.6671893915, 3.91074972156
2022;0342076X;Collège de la Petite Camargue;Lansargues;34;3;43.6548701317, 4.08186989454
2022;0342131G;Collège François Rabelais;Montpellier;34;2;43.6260229991, 3.83347044839
2022;0480011B;Collège André Chamson;Meyrueis;48;3;44.1799498461, 3.43142941984
2022;0480016G;Collège du Trenze;Vialas;48;3;44.3331989353, 3.89597048145
2022;0660431K;Collège Le Riberal;Saint-Estève;66;3;42.7086982816, 2.83931047208
2022;0660634F;Collège Climatique et Sportif;Font-Romeu-Odeillo-Via;66;2;42.5150970307, 2.03995955126
2022;0660925X;Collège Christian Bourquin;Millas;66;3;42.6864276173, 2.68759941973
