Code_UAI;Millesime;Code_nature;nature_uai;typ_etab;Academie;Departement;NbEleve;NbEnseignant;SiEtabCentreRessource;SiProjetNumEcole;SiEntDisponible;SiProjEtabIntegreENT;Maint_PersCollect;Maint_PrestaExt;Maint_PersonnelEducNatHsEtab;Maint_PersonnelEtab;Maint_AutreNeSaitPas;Maint_Personne;NbRessourceEdit;TpRess_ManuelNum;TpRess_AnimScienLogiSimu;TpRess_Bdd;TpRess_LogiOutils;TpRess_OuvRef;TpRess_ResEntrainement;TpRess_Autres;TpRess_aucune;ServInt_NoteElev;ServInt_AbsElev;ServInt_EdtElevCls;ServInt_CahierTxt;ServInt_DocRessPeda;ServInt_AgdActuEtab;ServInt_PlatApp;ServInt_Autres;ServInt_aucun;NbTerminaux;NbTablette;NbTablettePC;NbMicroMoins5;NbMicroPortable;NbPortAffEl;NbPortAffEns;NbEleveEqASH;NbPosteEqASH;NbTBI;propClassesAvecTBI;NbVideoProj;NbClassMobile;NbLecteurMpx;NbImpr3D;AccWeb_RTC;AccWeb_CableFibreOptique;AccWeb_ADSL;AccWeb_AutresHautDebit;AccWeb_NeSaitPas;AccWeb_Aucun;DebitWeb;SiWifi;SalleInternet;PostesInfoElvHorsCours;SiPareFeuEtab;SiOuifiltrageWeb;ControlePosteriori;SiCharteUsageWeb;Diffch_AnnexeeRI;Diffch_DossierRentreeEnseignants;Diffch_CRConseilAdmin;Diffch_DiffusionParents;Diffch_Autres;AccesParentCharte;ElvAuthentif;SiVisioConferenc;SiEntUtilise;TypeMatHandi_Tablette;TypeMatHandi_OrdiPort;TypeMatHandi_LogApp;TypeMatHandi_Autre;Code_region;Libelle_region
0311586F;2018;300;LEGT;G;TOULOUSE;HAUTE-GARONNE;1480.0;106.0;non;oui;oui;oui;oui;oui;non;oui;non;non;;oui;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;520.0;20.0;;300.0;44.0;0.0;3.0;0.0;0.0;3.0;Mois20pct;46.0;0.0;0.0;40.0;non;non;oui;non;non;non;10moins50;;50pctOuPlus;18.0;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;oui;;;;;;76;Occitanie
0311689T;2018;340;Collège;C;TOULOUSE;HAUTE-GARONNE;503.0;41.0;non;oui;oui;oui;oui;non;non;oui;non;non;;oui;oui;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;non;non;non;160.0;7.0;1.0;36.0;14.0;1.0;1.0;0.0;0.0;3.0;Mois20pct;21.0;1.0;10.0;1.0;oui;non;oui;oui;non;non;10moins50;Non;50pctOuPlus;20.0;oui;oui;oui;oui;oui;oui;oui;oui;non;ouiPersonnelEtb;OuiTous;oui;;;;;;76;Occitanie
0311720B;2018;340;Collège;C;TOULOUSE;HAUTE-GARONNE;620.0;37.0;non;oui;oui;oui;;;;;;;;oui;non;non;non;non;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;202.0;4.0;0.0;56.0;9.0;0.0;0.0;0.0;0.0;3.0;Mois20pct;22.0;0.0;10.0;2.0;non;oui;oui;non;non;non;De2a10;;50pctOuPlus;19.0;oui;oui;non;oui;oui;non;non;non;non;non;OuiTous;non;;;;;;76;Occitanie
0311721C;2018;340;Collège;C;TOULOUSE;HAUTE-GARONNE;690.0;50.0;non;oui;oui;oui;oui;non;non;oui;non;non;20ouPlus;non;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;201.0;33.0;;201.0;3.0;0.0;3.0;1.0;1.0;15.0;20pcta50pct;25.0;0.0;36.0;1.0;non;oui;non;non;non;non;De2a10;Non;50pctOuPlus;20.0;oui;oui;non;oui;oui;non;non;non;non;ouiEntiteExt;OuiTous;non;;;;;;76;Occitanie
0311772H;2018;340;Collège;C;TOULOUSE;HAUTE-GARONNE;627.0;40.0;non;oui;oui;oui;non;oui;non;oui;non;non;10a19;oui;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;129.0;0.0;0.0;129.0;3.0;0.0;0.0;0.0;0.0;8.0;50pctOuPlus;23.0;0.0;0.0;0.0;non;oui;non;non;non;non;10moins50;Non;50pctOuPlus;24.0;oui;oui;oui;oui;oui;non;non;non;non;ouiPersonnelEtb;OuiTous;oui;;;;;;76;Occitanie
0312071H;2018;340;Collège;C;TOULOUSE;HAUTE-GARONNE;693.0;43.0;non;oui;oui;oui;oui;non;oui;non;non;non;;non;non;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;200.0;;;134.0;30.0;0.0;0.0;2.0;2.0;10.0;50pctOuPlus;25.0;1.0;20.0;;non;oui;oui;non;non;non;10moins50;;50pctOuPlus;30.0;oui;oui;oui;oui;oui;non;non;non;non;ouiPersonnelEtb;OuiTous;oui;;;;;;76;Occitanie
0312307P;2018;340;Collège;C;TOULOUSE;HAUTE-GARONNE;613.0;43.0;non;oui;oui;oui;oui;non;non;non;non;non;;oui;oui;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;133.0;;;65.0;11.0;0.0;0.0;2.0;0.0;23.0;50pctOuPlus;13.0;1.0;0.0;1.0;non;oui;non;non;non;non;De2a10;;50pctOuPlus;16.0;oui;oui;;oui;oui;non;non;non;non;ouiPersonnelEtb;OuiTous;non;;;;;;76;Occitanie
0312423R;2018;340;Collège;C;TOULOUSE;HAUTE-GARONNE;460.0;34.0;non;oui;oui;oui;non;non;non;oui;non;non;zero;non;oui;non;non;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;199.0;0.0;0.0;118.0;25.0;0.0;6.0;3.0;0.0;3.0;Mois20pct;17.0;1.0;0.0;0.0;non;non;oui;non;non;non;De2a10;;50pctOuPlus;;oui;oui;;oui;oui;non;non;non;non;ouiPersonnelEtb;OuiTous;non;;;;;;76;Occitanie
0312612W;2018;340;Collège;C;TOULOUSE;HAUTE-GARONNE;615.0;49.0;oui;oui;oui;oui;oui;non;non;oui;non;non;5a9;oui;non;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;non;non;non;192.0;;;66.0;0.0;0.0;0.0;0.0;0.0;1.0;Mois20pct;26.0;0.0;0.0;1.0;non;non;oui;non;non;non;InfA2;Non;50pctOuPlus;13.0;oui;oui;oui;oui;oui;oui;non;non;non;ouiEntiteExt;OuiTous;non;;;;;;76;Occitanie
0312700S;2018;340;Collège;C;TOULOUSE;HAUTE-GARONNE;630.0;44.0;non;oui;oui;oui;oui;non;non;non;non;non;1a4;oui;non;oui;oui;non;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;132.0;0.0;0.0;98.0;55.0;0.0;0.0;0.0;0.0;0.0;;23.0;0.0;0.0;0.0;non;oui;non;non;non;non;50Moins100;Non;50pctOuPlus;15.0;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;non;;;;;;76;Occitanie
0312729Y;2018;340;Collège;C;TOULOUSE;HAUTE-GARONNE;703.0;46.0;non;oui;oui;oui;oui;non;non;non;non;non;1a4;non;oui;oui;oui;non;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;205.0;15.0;;55.0;12.0;0.0;0.0;1.0;1.0;2.0;Mois20pct;25.0;1.0;60.0;1.0;non;non;oui;non;non;non;10moins50;OuiBorneMobile;50pctOuPlus;9.0;oui;oui;oui;oui;oui;oui;non;non;non;ouiEntiteExt;OuiTous;non;;;;;;76;Occitanie
0312754A;2018;302;LEGT;G;TOULOUSE;HAUTE-GARONNE;951.0;70.0;non;oui;oui;oui;oui;non;non;non;non;non;10a19;oui;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;314.0;;;211.0;25.0;0.0;0.0;0.0;0.0;3.0;Mois20pct;30.0;1.0;144.0;;non;oui;oui;non;non;non;10moins50;;50pctOuPlus;32.0;oui;oui;oui;oui;oui;non;non;non;non;ouiEntiteExt;OuiTous;non;;;;;;76;Occitanie
0312759F;2018;306;Lycées Polyvalents;G;TOULOUSE;HAUTE-GARONNE;891.0;124.0;oui;oui;oui;oui;oui;non;non;oui;non;non;1a4;oui;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;753.0;10.0;0.0;361.0;63.0;0.0;0.0;0.0;0.0;0.0;;50.0;0.0;24.0;;non;oui;non;non;non;non;50Moins100;OuiPerma;Mois20pct;31.0;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;non;;;;;;76;Occitanie
0312822Z;2018;306;Lycées Polyvalents;G;TOULOUSE;HAUTE-GARONNE;1298.0;134.0;non;oui;oui;oui;oui;non;non;oui;non;non;10a19;oui;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;non;non;non;714.0;4.0;2.0;447.0;10.0;0.0;6.0;2.0;2.0;8.0;Mois20pct;47.0;0.0;87.0;4.0;non;oui;oui;non;non;non;10moins50;OuiBorneMobile;50pctOuPlus;32.0;oui;oui;oui;oui;oui;non;non;non;non;ouiPersonnelEtb;OuiTous;oui;;;;;;76;Occitanie
0312843X;2018;340;Collège;C;TOULOUSE;HAUTE-GARONNE;591.0;37.0;non;oui;oui;oui;oui;non;non;oui;non;non;1a4;oui;non;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;non;non;non;150.0;36.0;;150.0;30.0;0.0;0.0;3.0;3.0;;50pctOuPlus;22.0;2.0;36.0;;non;oui;oui;non;non;non;De2a10;;50pctOuPlus;12.0;oui;oui;oui;oui;oui;non;non;non;non;ouiPersonnelEtb;OuiTous;non;;;;;;76;Occitanie
0320029H;2018;340;Collège;C;TOULOUSE;GERS;222.0;18.0;non;oui;oui;oui;oui;non;non;oui;non;non;5a9;oui;oui;oui;oui;oui;oui;non;non;oui;non;oui;oui;oui;oui;non;non;non;93.0;24.0;;55.0;25.0;0.0;1.0;2.0;0.0;3.0;20pcta50pct;8.0;1.0;0.0;1.0;non;oui;oui;non;non;non;De2a10;OuiPerma;50pctOuPlus;14.0;oui;oui;oui;oui;oui;non;non;non;oui;non;OuiTous;non;;;;;;76;Occitanie
0320067Z;2018;306;Lycées Polyvalents;G;TOULOUSE;GERS;961.0;107.0;non;oui;oui;oui;oui;non;non;oui;non;non;1a4;oui;oui;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;750.0;1.0;0.0;400.0;50.0;0.0;20.0;2.0;0.0;6.0;Mois20pct;35.0;0.0;0.0;2.0;non;oui;oui;non;non;non;De2a10;;50pctOuPlus;0.0;oui;oui;non;oui;oui;non;non;non;non;non;OuiTous;oui;;;;;;76;Occitanie
0320074G;2018;340;Collège;C;TOULOUSE;GERS;185.0;19.0;non;oui;oui;oui;oui;non;non;oui;non;non;5a9;oui;oui;oui;oui;oui;non;non;non;oui;non;oui;oui;oui;oui;non;non;non;52.0;0.0;0.0;34.0;0.0;0.0;0.0;0.0;0.0;0.0;Mois20pct;8.0;0.0;0.0;0.0;non;oui;oui;non;non;non;InfA2;;50pctOuPlus;8.0;oui;oui;non;oui;oui;non;non;non;non;ouiPersonnelEtb;OuiTous;non;;;;;;76;Occitanie
0320608M;2018;340;Collège;C;TOULOUSE;GERS;303.0;23.0;non;oui;oui;oui;oui;non;non;oui;non;non;10a19;oui;oui;non;oui;non;oui;oui;non;oui;oui;oui;oui;oui;oui;non;non;non;60.0;1.0;0.0;33.0;20.0;0.0;0.0;2.0;0.0;4.0;20pcta50pct;12.0;1.0;5.0;0.0;non;non;oui;non;non;non;De2a10;OuiBorneMobile;50pctOuPlus;4.0;oui;oui;oui;oui;oui;oui;non;oui;non;ouiPersonnelEtb;OuiTous;non;;;;;;76;Occitanie
0340011C;2018;306;Lycées Polyvalents;G;MONTPELLIER;HERAULT;2394.0;221.0;oui;oui;non;oui;non;non;non;oui;non;non;;oui;non;non;non;non;non;oui;non;oui;oui;oui;oui;oui;non;oui;oui;non;1300.0;2.0;1.0;321.0;5.0;0.0;0.0;0.0;0.0;20.0;Mois20pct;94.0;0.0;0.0;;non;oui;oui;non;non;non;10moins50;OuiPerma;50pctOuPlus;15.0;oui;oui;oui;oui;oui;oui;non;oui;oui;non;OuiTous;oui;;;;;;76;Occitanie
0340021N;2018;340;Collège;C;MONTPELLIER;HERAULT;617.0;43.0;non;oui;oui;oui;non;non;non;oui;non;non;1a4;oui;oui;oui;oui;non;non;non;non;oui;oui;oui;oui;oui;oui;non;oui;non;116.0;0.0;0.0;62.0;39.0;0.0;39.0;8.0;8.0;1.0;Mois20pct;24.0;1.0;40.0;1.0;non;non;oui;non;non;non;De2a10;OuiPerma;50pctOuPlus;8.0;oui;oui;oui;oui;oui;oui;non;non;non;non;OuiTous;non;;;;;;76;Occitanie
0340042L;2018;306;Lycées Polyvalents;G;MONTPELLIER;HERAULT;3072.0;272.0;oui;oui;oui;oui;oui;non;non;oui;non;non;1a4;oui;oui;oui;oui;non;oui;oui;non;oui;oui;oui;oui;oui;oui;oui;non;non;1300.0;;;350.0;30.0;0.0;5.0;0.0;0.0;25.0;20pcta50pct;105.0;2.0;0.0;5.0;non;oui;non;non;non;non;10moins50;OuiPerma;50pctOuPlus;15.0;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;oui;;;;;;76;Occitanie
0341277D;2018;340;Collège;C;MONTPELLIER;HERAULT;474.0;45.0;non;oui;non;oui;non;non;non;oui;non;non;1a4;oui;oui;oui;oui;oui;non;oui;non;oui;oui;non;oui;oui;oui;non;non;non;152.0;;;62.0;65.0;0.0;38.0;5.0;0.0;0.0;;21.0;2.0;0.0;;non;oui;oui;non;non;non;De2a10;;50pctOuPlus;10.0;oui;oui;;oui;oui;non;non;non;non;;OuiTous;non;;;;;;76;Occitanie
0341592W;2018;340;Collège;C;MONTPELLIER;HERAULT;396.0;33.0;non;oui;non;non;non;non;non;oui;non;non;;oui;non;non;non;non;oui;non;non;oui;oui;oui;oui;oui;oui;non;non;non;100.0;;;80.0;;;;2.0;2.0;1.0;;4.0;;;;non;non;oui;non;non;non;De2a10;OuiPerma;;;oui;oui;non;oui;oui;non;non;non;non;non;OuiTous;;;;;;;76;Occitanie
0341893Y;2018;340;Collège;C;MONTPELLIER;HERAULT;555.0;39.0;non;oui;non;oui;oui;non;non;non;non;non;1a4;non;non;non;non;non;non;oui;non;oui;oui;oui;oui;non;oui;non;non;non;102.0;0.0;0.0;88.0;50.0;0.0;38.0;3.0;2.0;0.0;Mois20pct;23.0;1.0;0.0;0.0;non;oui;non;non;non;non;De2a10;OuiBorneMobile;50pctOuPlus;8.0;oui;oui;oui;oui;oui;oui;non;oui;non;ouiEntiteExt;OuiTous;non;;;;;;76;Occitanie
0342052W;2018;340;Collège;C;MONTPELLIER;HERAULT;589.0;40.0;non;oui;oui;oui;non;non;non;oui;non;non;1a4;non;non;non;oui;non;oui;non;non;oui;oui;oui;oui;non;oui;non;non;non;84.0;0.0;0.0;;;;;2.0;2.0;0.0;;21.0;;0.0;0.0;non;oui;non;non;non;non;De2a10;Non;50pctOuPlus;0.0;oui;oui;non;oui;oui;non;non;non;non;non;OuiTous;;;;;;;76;Occitanie
0342225J;2018;306;Lycées Polyvalents;G;MONTPELLIER;HERAULT;769.0;91.0;oui;oui;oui;oui;non;non;non;oui;non;non;20ouPlus;oui;oui;oui;oui;non;non;non;non;oui;oui;oui;oui;oui;oui;oui;oui;non;378.0;2.0;0.0;378.0;0.0;0.0;0.0;0.0;0.0;5.0;Mois20pct;42.0;0.0;2.0;0.0;non;oui;non;non;non;non;10moins50;;50pctOuPlus;14.0;oui;oui;oui;oui;oui;oui;non;oui;non;non;OuiTous;oui;;;;;;76;Occitanie
0460007H;2018;300;LEGT;G;TOULOUSE;LOT;1218.0;111.0;non;oui;oui;oui;oui;non;non;oui;non;non;5a9;non;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;574.0;0.0;0.0;295.0;63.0;0.0;2.0;1.0;1.0;5.0;Mois20pct;78.0;1.0;200.0;1.0;non;oui;oui;non;non;non;De2a10;OuiPerma;50pctOuPlus;42.0;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;oui;;;;;;76;Occitanie
0460051F;2018;320;LP;P;TOULOUSE;LOT;309.0;39.0;non;oui;oui;oui;oui;non;oui;non;non;non;5a9;non;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;;;;;;;;;;;;;;;;non;oui;non;non;non;non;De2a10;;50pctOuPlus;;oui;oui;non;oui;oui;non;non;non;non;non;OuiTous;oui;;;;;;76;Occitanie
0460493L;2018;306;Lycées Polyvalents;G;TOULOUSE;LOT;723.0;103.0;non;oui;oui;oui;oui;non;non;oui;non;non;20ouPlus;oui;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;490.0;24.0;;180.0;65.0;0.0;24.0;6.0;2.0;8.0;Mois20pct;62.0;2.0;20.0;3.0;non;oui;non;non;non;non;50Moins100;OuiBorneMobile;50pctOuPlus;48.0;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;non;;;;;;76;Occitanie
0460528Z;2018;340;Collège;C;TOULOUSE;LOT;623.0;48.0;non;oui;oui;oui;oui;non;non;oui;non;non;20ouPlus;oui;oui;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;non;non;non;180.0;45.0;;120.0;18.0;2.0;12.0;10.0;5.0;4.0;Mois20pct;36.0;1.0;12.0;1.0;non;oui;non;non;non;non;50Moins100;OuiBorneMobile;50pctOuPlus;15.0;oui;oui;oui;oui;oui;non;non;non;non;ouiPersonnelEtb;OuiTous;non;;;;;;76;Occitanie
0460592U;2018;340;Collège;C;TOULOUSE;LOT;478.0;41.0;non;oui;oui;oui;non;non;non;non;non;oui;10a19;oui;oui;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;84.0;;;84.0;3.0;0.0;0.0;0.0;0.0;0.0;Mois20pct;14.0;0.0;20.0;;non;non;oui;non;non;non;10moins50;Non;50pctOuPlus;24.0;oui;oui;;oui;oui;non;non;non;non;non;OuiTous;;;;;;;76;Occitanie
0480007X;2018;300;LEGT;G;MONTPELLIER;LOZERE;482.0;50.0;oui;oui;oui;oui;oui;non;non;non;non;non;10a19;non;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;196.0;0.0;0.0;60.0;3.0;0.0;0.0;0.0;0.0;4.0;Mois20pct;50.0;0.0;0.0;0.0;non;oui;non;non;non;non;50Moins100;OuiPerma;50pctOuPlus;22.0;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;oui;;;;;;76;Occitanie
0480015F;2018;340;Collège;C;MONTPELLIER;LOZERE;61.0;11.0;non;oui;oui;oui;oui;non;non;non;non;non;1a4;non;oui;oui;oui;non;non;oui;non;oui;non;oui;oui;oui;oui;non;non;non;35.0;0.0;0.0;25.0;1.0;0.0;0.0;0.0;0.0;2.0;20pcta50pct;4.0;0.0;0.0;1.0;non;non;oui;non;non;non;10moins50;OuiBorneMobile;50pctOuPlus;2.0;oui;oui;oui;oui;oui;non;non;oui;non;non;OuiTous;oui;;;;;;76;Occitanie
0650015N;2018;340;Collège;C;TOULOUSE;HAUTES-PYRENEES;548.0;48.0;non;oui;oui;oui;non;oui;non;non;non;non;10a19;oui;oui;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;213.0;0.0;0.0;46.0;10.0;1.0;1.0;0.0;0.0;26.0;50pctOuPlus;10.0;0.0;0.0;0.0;non;oui;oui;non;non;non;10moins50;;50pctOuPlus;0.0;oui;oui;non;oui;oui;non;non;non;non;ouiPersonnelEtb;OuiTous;oui;;;;;;76;Occitanie
0650018S;2018;340;Collège;C;TOULOUSE;HAUTES-PYRENEES;97.0;13.0;non;oui;oui;oui;oui;non;non;oui;non;non;1a4;oui;oui;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;non;non;non;102.0;57.0;0.0;17.0;57.0;43.0;1.0;0.0;0.0;1.0;Mois20pct;4.0;0.0;0.0;1.0;non;oui;oui;non;non;non;InfA2;OuiPerma;50pctOuPlus;43.0;oui;oui;;oui;oui;oui;oui;oui;non;ouiEntiteExt;OuiTous;non;;;;;;76;Occitanie
0650029D;2018;320;LP;P;TOULOUSE;HAUTES-PYRENEES;547.0;67.0;oui;oui;oui;oui;non;non;non;non;non;oui;1a4;non;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;non;non;non;322.0;0.0;0.0;161.0;68.0;0.0;1.0;0.0;0.0;4.0;Mois20pct;24.0;4.0;0.0;0.0;non;oui;oui;non;non;non;De2a10;Non;50pctOuPlus;28.0;oui;oui;non;oui;oui;non;non;non;non;non;OuiTous;non;;;;;;76;Occitanie
0650031F;2018;340;Collège;C;TOULOUSE;HAUTES-PYRENEES;551.0;35.0;non;oui;oui;oui;oui;non;non;oui;non;non;1a4;oui;non;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;non;non;non;140.0;32.0;0.0;50.0;32.0;12.0;7.0;13.0;13.0;15.0;50pctOuPlus;12.0;0.0;70.0;1.0;non;oui;non;non;non;non;10moins50;OuiPerma;50pctOuPlus;19.0;oui;oui;oui;oui;oui;non;non;oui;non;ouiEntiteExt;OuiTous;non;;;;;;76;Occitanie
0650050B;2018;340;Collège;C;TOULOUSE;HAUTES-PYRENEES;480.0;34.0;non;oui;oui;oui;oui;non;non;oui;non;non;5a9;oui;oui;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;non;oui;non;141.0;30.0;0.0;39.0;2.0;0.0;0.0;2.0;4.0;7.0;20pcta50pct;17.0;2.0;0.0;2.0;non;oui;oui;non;non;non;10moins50;;50pctOuPlus;13.0;oui;oui;oui;oui;oui;non;non;non;non;ouiPersonnelEtb;OuiTous;non;;;;;;76;Occitanie
0660004W;2018;306;Lycées Polyvalents;G;MONTPELLIER;PYRENEES-ORIENTALES;1094.0;95.0;oui;oui;oui;oui;oui;non;non;non;non;non;5a9;oui;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;oui;non;non;401.0;3.0;1.0;65.0;12.0;0.0;8.0;0.0;0.0;14.0;20pcta50pct;40.0;0.0;30.0;2.0;non;oui;oui;non;non;non;10moins50;OuiPerma;50pctOuPlus;35.0;oui;oui;oui;oui;oui;non;non;non;non;ouiPersonnelEtb;OuiTous;oui;;;;;;76;Occitanie
0660029Y;2018;340;Collège;C;MONTPELLIER;PYRENEES-ORIENTALES;181.0;18.0;oui;oui;oui;oui;non;non;non;oui;non;non;zero;non;non;non;oui;non;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;83.0;0.0;0.0;14.0;15.0;0.0;0.0;2.0;2.0;5.0;20pcta50pct;8.0;1.0;0.0;0.0;non;non;oui;non;non;non;De2a10;Non;50pctOuPlus;13.0;oui;oui;non;oui;oui;non;non;non;non;non;OuiTous;non;;;;;;76;Occitanie
0660051X;2018;340;Collège;C;MONTPELLIER;PYRENEES-ORIENTALES;329.0;25.0;non;oui;oui;oui;non;non;non;oui;non;non;1a4;oui;oui;non;oui;non;oui;oui;non;oui;oui;oui;oui;oui;oui;oui;oui;non;100.0;0.0;0.0;60.0;15.0;15.0;0.0;0.0;0.0;12.0;20pcta50pct;16.0;1.0;30.0;0.0;non;non;oui;non;non;non;De2a10;Non;50pctOuPlus;10.0;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;non;;;;;;76;Occitanie
0660809W;2018;306;Lycées Polyvalents;G;MONTPELLIER;PYRENEES-ORIENTALES;2115.0;166.0;non;oui;oui;oui;non;non;non;oui;non;non;20ouPlus;oui;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;oui;non;non;800.0;2.0;;250.0;10.0;2.0;4.0;3.0;;9.0;Mois20pct;60.0;0.0;6.0;1.0;non;oui;oui;oui;non;non;10moins50;OuiPerma;50pctOuPlus;20.0;oui;oui;oui;oui;oui;oui;non;oui;non;ouiPersonnelEtb;OuiTous;oui;;;;;;76;Occitanie
0660848N;2018;340;Collège;C;MONTPELLIER;PYRENEES-ORIENTALES;689.0;44.0;oui;oui;oui;oui;oui;non;non;non;non;non;1a4;oui;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;oui;non;non;160.0;0.0;0.0;125.0;22.0;0.0;5.0;0.0;0.0;11.0;20pcta50pct;23.0;1.0;0.0;1.0;non;oui;non;non;non;non;10moins50;;50pctOuPlus;6.0;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;non;;;;;;76;Occitanie
0660925X;2018;340;Collège;C;MONTPELLIER;PYRENEES-ORIENTALES;451.0;37.0;oui;oui;oui;oui;non;non;non;oui;non;non;5a9;oui;oui;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;non;oui;non;420.0;250.0;0.0;420.0;265.0;231.0;34.0;0.0;0.0;19.0;50pctOuPlus;2.0;1.0;0.0;1.0;non;oui;non;non;non;non;10moins50;OuiPerma;50pctOuPlus;8.0;oui;oui;oui;oui;oui;oui;oui;oui;non;ouiPersonnelEtb;OuiTous;oui;;;;;;76;Occitanie
0810012Y;2018;306;Lycées Polyvalents;G;TOULOUSE;TARN;961.0;101.0;non;oui;oui;oui;non;non;non;oui;non;non;10a19;oui;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;461.0;43.0;0.0;61.0;43.0;37.0;0.0;6.0;0.0;9.0;Mois20pct;15.0;1.0;0.0;3.0;non;oui;oui;non;non;non;10moins50;Non;50pctOuPlus;14.0;oui;oui;oui;oui;oui;non;non;non;non;ouiEntiteExt;OuiTous;oui;;;;;;76;Occitanie
0810019F;2018;340;Collège;C;TOULOUSE;TARN;320.0;22.0;non;oui;oui;oui;oui;non;oui;oui;non;non;;non;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;oui;oui;non;80.0;4.0;;24.0;5.0;0.0;4.0;5.0;5.0;0.0;;13.0;0.0;0.0;;non;non;oui;non;non;non;10moins50;OuiPerma;50pctOuPlus;7.0;oui;oui;oui;oui;oui;oui;non;oui;non;ouiEntiteExt;OuiTous;non;;;;;;76;Occitanie
0810027P;2018;340;Collège;C;TOULOUSE;TARN;269.0;24.0;non;oui;oui;oui;oui;non;non;non;non;non;20ouPlus;oui;non;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;non;non;non;125.0;;;110.0;42.0;2.0;2.0;2.0;2.0;0.0;;12.0;1.0;25.0;1.0;non;non;oui;non;non;non;De2a10;;50pctOuPlus;3.0;oui;oui;non;oui;oui;non;non;non;non;non;OuiTous;oui;;;;;;76;Occitanie
0810043G;2018;340;Collège;C;TOULOUSE;TARN;232.0;20.0;non;oui;oui;oui;oui;non;non;oui;non;non;1a4;non;oui;oui;non;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;141.0;0.0;0.0;66.0;5.0;0.0;5.0;2.0;2.0;1.0;20pcta50pct;10.0;0.0;0.0;0.0;non;oui;non;non;non;non;InfA2;;50pctOuPlus;15.0;oui;oui;oui;oui;oui;oui;non;non;non;ouiPersonnelEtb;OuiTous;non;;;;;;76;Occitanie
0810127Y;2018;340;Collège;C;TOULOUSE;TARN;285.0;21.0;non;oui;oui;oui;oui;oui;non;oui;non;non;10a19;oui;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;109.0;45.0;0.0;45.0;30.0;0.0;15.0;1.0;1.0;6.0;Mois20pct;12.0;2.0;0.0;0.0;non;oui;non;non;non;non;50Moins100;OuiBorneMobile;50pctOuPlus;10.0;oui;oui;oui;oui;oui;non;non;non;oui;ouiPersonnelEtb;OuiTous;non;;;;;;76;Occitanie
